wind_code,innercode
688006.SH,226096
688007.SH,222916
688008.SH,223247
688009.SH,225656
688010.SH,222934
688011.SH,223094
688012.SH,223097
688013.SH,291901
688015.SH,223091
688016.SH,224973
688017.SH,290675
688018.SH,223702
688019.SH,223095
688020.SH,226099
688021.SH,228083
688022.SH,223977
688023.SH,224485
688025.SH,226101
688026.SH,233074
688027.SH,222927
688028.SH,225171
688029.SH,226102
688030.SH,224482
688032.SH,341468
688033.SH,225169
688036.SH,223090
688037.SH,240640
688038.SH,319546
688039.SH,223093
688045.SH,366083
688046.SH,383185
688047.SH,382748
688048.SH,382125
688049.SH,341492
688050.SH,267754
688051.SH,229418
688052.SH,373178
688055.SH,273971
688056.SH,271997
688057.SH,225393
688058.SH,226100
688059.SH,304731
688060.SH,270364
688062.SH,339361
688063.SH,299727
688065.SH,267743
688066.SH,225168
688067.SH,299480
688068.SH,223976
688069.SH,233068
688070.SH,292220
688071.SH,307717
688072.SH,385318
688075.SH,300486
688076.SH,303431
688077.SH,265832
688078.SH,223703
688079.SH,296079
688080.SH,225913
688081.SH,238000
688082.SH,300253
688083.SH,290053
688085.SH,237621
688086.SH,223705
688087.SH,309687
688088.SH,222926
688089.SH,228072
688090.SH,233604
688091.SH,313284
688092.SH,294025
688093.SH,288805
688095.SH,286562
688096.SH,239336
688097.SH,223250
688098.SH,226104
688099.SH,222197
688100.SH,223978
688101.SH,226508
688102.SH,340642
688103.SH,339358
688105.SH,340643
688106.SH,268701
688107.SH,366293
688108.SH,223096
688109.SH,296078
688110.SH,322028
688111.SH,229183
688112.SH,304540
688113.SH,305208
688115.SH,383184
688116.SH,222195
688117.SH,304732
688118.SH,233075
688119.SH,339854
688120.SH,325319
688121.SH,347611
688122.SH,225547
688123.SH,223419
688125.SH,383015
688126.SH,228323
688127.SH,287384
688128.SH,228730
688129.SH,290062
688131.SH,299482
688133.SH,224972
688135.SH,291902
688136.SH,295753
688138.SH,231880
688139.SH,223422
688148.SH,303677
688150.SH,379125
688151.SH,340902
688153.SH,381066
688155.SH,271551
688156.SH,259683
688157.SH,256017
688158.SH,223248
688159.SH,229017
688160.SH,292217
688161.SH,302464
688162.SH,341120
688163.SH,229416
688165.SH,237620
688166.SH,224179
688167.SH,349306
688168.SH,223979
688169.SH,224487
688170.SH,382468
688171.SH,300255
688173.SH,372152
688175.SH,368295
688176.SH,372715
688177.SH,239530
688178.SH,226095
688179.SH,294298
688180.SH,254386
688181.SH,228731
688182.SH,305441
688183.SH,299895
688185.SH,276716
688186.SH,224738
688187.SH,341469
688188.SH,224735
688189.SH,237619
688190.SH,361817
688191.SH,295755
688192.SH,355570
688193.SH,379887
688195.SH,294499
688196.SH,227696
688197.SH,356833
688198.SH,225526
688199.SH,226094
688200.SH,244960
688201.SH,305205
688202.SH,226103
688206.SH,382465
688207.SH,381432
688208.SH,237995
688209.SH,376709
688210.SH,341133
688211.SH,334838
688212.SH,340901
688213.SH,382743
688215.SH,276040
688216.SH,304736
688217.SH,304538
688218.SH,222194
688219.SH,294013
688220.SH,338860
688221.SH,245883
688222.SH,239845
688223.SH,382744
688225.SH,356211
688226.SH,302188
688227.SH,305438
688228.SH,236823
688229.SH,266345
688230.SH,361523
688232.SH,310699
688233.SH,226512
688234.SH,373365
688235.SH,348107
688236.SH,340107
688237.SH,369261
688238.SH,375265
688239.SH,304733
688246.SH,318124
688248.SH,376651
688251.SH,383009
688255.SH,336243
688256.SH,287350
688257.SH,329589
688258.SH,224737
688259.SH,335961
688260.SH,302189
688261.SH,379890
688262.SH,341471
688265.SH,339583
688266.SH,234144
688267.SH,379140
688268.SH,225170
688269.SH,303967
688270.SH,383008
688272.SH,346113
688276.SH,316374
688277.SH,244959
688278.SH,222928
688279.SH,381433
688280.SH,304534
688281.SH,364329
688282.SH,339360
688283.SH,374892
688285.SH,339855
688286.SH,260135
688287.SH,410285
688288.SH,222933
688289.SH,282567
688290.SH,383188
688295.SH,382124
688296.SH,323770
688297.SH,400904
688298.SH,229424
688299.SH,226509
688300.SH,226098
688301.SH,285408
688302.SH,371250
688303.SH,319841
688305.SH,299892
688306.SH,320824
688308.SH,291900
688309.SH,258180
688310.SH,229594
688311.SH,271222
688312.SH,254577
688313.SH,286832
688314.SH,301655
688315.SH,300950
688316.SH,289417
688317.SH,300257
688318.SH,240096
688319.SH,304730
688320.SH,382123
688321.SH,222929
688323.SH,304743
688325.SH,382464
688326.SH,383016
688327.SH,336506
688328.SH,294012
688329.SH,300483
688330.SH,286563
688331.SH,381068
688333.SH,223980
688335.SH,276042
688336.SH,259949
688337.SH,377488
688338.SH,271723
688339.SH,239529
688345.SH,301647
688348.SH,383011
688349.SH,359419
688350.SH,296621
688355.SH,305442
688356.SH,260136
688357.SH,228322
688358.SH,228333
688359.SH,316373
688360.SH,237992
688363.SH,224733
688365.SH,234476
688366.SH,226093
688367.SH,318325
688368.SH,226106
688369.SH,226511
688377.SH,255260
688378.SH,289746
688379.SH,269517
688383.SH,288804
688385.SH,323538
688386.SH,288910
688388.SH,225394
688389.SH,225655
688390.SH,271548
688393.SH,271737
688395.SH,304539
688396.SH,237622
688398.SH,241661
688399.SH,226736
688400.SH,381806
688408.SH,289406
688418.SH,260948
688425.SH,302776
688456.SH,303969
688466.SH,232095
688468.SH,301416
688488.SH,255512
688499.SH,222193
688500.SH,237999
688501.SH,304292
688505.SH,229891
688508.SH,271180
688509.SH,305433
688510.SH,294882
688511.SH,324708
688513.SH,223704
688516.SH,237998
688517.SH,303678
688518.SH,237994
688519.SH,283940
688520.SH,252151
688521.SH,253349
688526.SH,222186
688528.SH,233605
688529.SH,291536
688533.SH,303112
688536.SH,292216
688538.SH,316689
688550.SH,283941
688551.SH,288803
688553.SH,336246
688555.SH,235021
688556.SH,271718
688557.SH,293498
688558.SH,260652
688559.SH,272196
688560.SH,295740
688561.SH,295727
688565.SH,302186
688566.SH,237387
688567.SH,252148
688568.SH,223092
688569.SH,263196
688571.SH,295721
688575.SH,292865
688577.SH,271552
688578.SH,291899
688579.SH,237993
688580.SH,270078
688585.SH,271720
688586.SH,264396
688588.SH,226097
688589.SH,261213
688590.SH,271728
688595.SH,288004
688596.SH,289745
688597.SH,313282
688598.SH,256016
688599.SH,230468
688600.SH,271181
688601.SH,309459
688606.SH,299896
688607.SH,296346
688608.SH,292857
688609.SH,300751
688611.SH,303973
688613.SH,303974
688616.SH,298781
688617.SH,292858
688618.SH,299203
688619.SH,296622
688621.SH,317825
688622.SH,237991
688625.SH,301415
688626.SH,300283
688628.SH,299204
688630.SH,296347
688633.SH,300264
688636.SH,300478
688639.SH,301922
688655.SH,310691
688656.SH,226510
688658.SH,294501
688659.SH,290052
688660.SH,303970
688661.SH,300485
688662.SH,302187
688663.SH,304537
688665.SH,294502
688667.SH,300955
688668.SH,294500
688669.SH,295290
688670.SH,327888
688676.SH,296077
688677.SH,294014
688678.SH,298309
688679.SH,296991
688680.SH,296990
688681.SH,305203
688682.SH,303675
688683.SH,302784
688685.SH,305436
688686.SH,297949
688687.SH,299725
688689.SH,299205
688690.SH,303676
688696.SH,295291
688697.SH,341630
688698.SH,294505
688699.SH,294297
688700.SH,305215
688701.SH,322793
688707.SH,342407
688711.SH,340096
688718.SH,321725
688722.SH,324411
688728.SH,306666
688733.SH,301921
688737.SH,341472
688739.SH,295289
688766.SH,311234
688767.SH,324412
688768.SH,325980
688772.SH,330951
688776.SH,324707
688777.SH,287114
688778.SH,311490
688779.SH,294884
688786.SH,305434
688787.SH,224486
688788.SH,295294
688789.SH,302775
688793.SH,304734
688798.SH,323537
688799.SH,304735
688800.SH,339604
688819.SH,272000
688981.SH,300284
830779.BJ,476394
830799.BJ,398608
830809.BJ,477740
830832.BJ,398638
830839.BJ,398628
830879.BJ,418696
830896.BJ,476880
830946.BJ,398610
830964.BJ,398589
830974.BJ,451268
831010.BJ,398618
831039.BJ,398620
831087.BJ,455593
831152.BJ,411763
831167.BJ,422529
831195.BJ,456663
831278.BJ,419533
831304.BJ,477741
831305.BJ,402359
831370.BJ,398611
831445.BJ,398619
831526.BJ,457230
831641.BJ,455856
831689.BJ,411755
831726.BJ,398635
831768.BJ,398633
831832.BJ,407904
831834.BJ,411806
831855.BJ,455551
831856.BJ,398649
831906.BJ,456661
831961.BJ,398602
832000.BJ,398650
832023.BJ,453677
832089.BJ,402353
832110.BJ,446529
832145.BJ,402360
832149.BJ,457541
832171.BJ,407905
832175.BJ,496840
832225.BJ,398637
832278.BJ,398604
832317.BJ,398603
832419.BJ,411762
832471.BJ,473297
832491.BJ,421604
832566.BJ,398625
832651.BJ,497373
832662.BJ,452408
832735.BJ,398640
832802.BJ,455876
832876.BJ,453312
832885.BJ,398631
832982.BJ,451088
833075.BJ,457235
833171.BJ,450809
833230.BJ,444334
833266.BJ,398601
833346.BJ,411798
833394.BJ,476301
833427.BJ,398642
833429.BJ,445245
833454.BJ,407906
833455.BJ,474930
833509.BJ,398645
833523.BJ,398636
833533.BJ,411753
833575.BJ,439377
833580.BJ,411796
833751.BJ,497237
833781.BJ,456901
833819.BJ,398612
833873.BJ,407907
833874.BJ,398596
833914.BJ,453675
833943.BJ,412383
833994.BJ,398614
834014.BJ,456902
834021.BJ,398605
834033.BJ,457233
834062.BJ,412386
834261.BJ,445317
834407.BJ,457545
834415.BJ,398606
834475.BJ,398607
834599.BJ,398639
834639.BJ,421605
834682.BJ,398615
834765.BJ,398632
834770.BJ,457267
835174.BJ,398617
835179.BJ,412388
835184.BJ,398593
835185.BJ,398594
835207.BJ,445986
835237.BJ,454774
835305.BJ,398616
835368.BJ,398621
835508.BJ,398623
835640.BJ,398598
835670.BJ,398651
835857.BJ,457269
835892.BJ,457229
835985.BJ,427840
836077.BJ,398613
836149.BJ,398592
836208.BJ,457262
836221.BJ,473728
836239.BJ,398641
836247.BJ,453309
836260.BJ,407908
836263.BJ,398624
836270.BJ,439726
836395.BJ,421869
836414.BJ,457228
836422.BJ,455545
836433.BJ,398626
836675.BJ,398648
836717.BJ,477276
836720.BJ,407909
836807.BJ,457543
836826.BJ,398644
836871.BJ,421860
836892.BJ,402362
836942.BJ,455864
836957.BJ,456370
837006.BJ,490408
837046.BJ,412254
837092.BJ,402354
837212.BJ,398634
837242.BJ,398599
837344.BJ,398646
837592.BJ,457548
837663.BJ,457231
837821.BJ,411795
838030.BJ,398652
838163.BJ,398595
838171.BJ,421863
838227.BJ,457435
838262.BJ,457534
838275.BJ,398643
838402.BJ,421386
838670.BJ,420616
838701.BJ,493452
838810.BJ,456893
838924.BJ,402357
838971.BJ,451267
839167.BJ,398600
839273.BJ,446745
839680.BJ,402355
839719.BJ,477746
839725.BJ,435545
839729.BJ,398597
839790.BJ,421866
839792.BJ,457532
839946.BJ,398630
870199.BJ,456662
870204.BJ,411803
870299.BJ,411766
870357.BJ,457544
870436.BJ,407910
870508.BJ,449563
870866.BJ,445241
871245.BJ,411779
871396.BJ,398654
871478.BJ,477287
871553.BJ,398629
871634.BJ,456905
871642.BJ,398622
871694.BJ,471652
871753.BJ,449338
871857.BJ,411792
871970.BJ,411815
871981.BJ,407911
872190.BJ,456895
872351.BJ,456903
872374.BJ,455199
872392.BJ,456664
872541.BJ,457234
872808.BJ,455595
872895.BJ,453974
872925.BJ,402364
873122.BJ,439727
873152.BJ,455855
873167.BJ,445985
873169.BJ,412382
873223.BJ,412384
873305.BJ,457617
873339.BJ,457232
873527.BJ,456372
873576.BJ,497369
